id,name,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
11762,Sherose Island,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.53551,-65.60088,Shelburne,902,America/Halifax
11763,Sherwood,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.71911,-64.29806,Lunenburg,902,America/Halifax
11764,Sherwood Heights,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.67519,-63.66784,Halifax,902,America/Halifax
11765,Sherwood Park,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.67876,-63.66215,Halifax,902,America/Halifax
11766,Shinimicas,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.87885,-63.92587,Cumberland,902,America/Halifax
11767,Shinimicas Bridge,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.87221,-63.90929,Cumberland,902,America/Halifax
11768,Ship Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.80784,-62.88257,Halifax,902,America/Halifax
11769,Short Beach,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.94113,-66.14926,Yarmouth,902,America/Halifax
11770,Shortts Lake,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.21826,-63.32654,Colchester,902,America/Halifax
11771,Shubenacadie,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.08652,-63.40832,Hants,902,America/Halifax
11772,Shubenacadie East,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.10130,-63.39419,Colchester,902,America/Halifax
11773,Shulie,Nova Scotia,NS,B0L,Unincorporated area,021H10,45.59963,-64.57110,Cumberland,902,America/Halifax
11774,Sight Point,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.19399,-61.40809,Inverness,902,America/Halifax
11775,Silver Mine,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.86370,-60.39834,Cape Breton,902,America/Glace_Bay
11776,Simms Settlement,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.62146,-64.09474,Lunenburg,902,America/Halifax
11777,Simpson Lake,Nova Scotia,NS,B0M,Unincorporated area,011E11,45.52592,-63.93445,Colchester,902,America/Halifax
11778,Simpsons Corner,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.53613,-64.78390,Lunenburg,902,America/Halifax
11779,Sissiboo Falls,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.42758,-65.86223,Digby,902,America/Halifax
11780,Sissiboo Grand Lake,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.38467,-65.67544,Digby,902,America/Halifax
11781,Six Mile Brook,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.58701,-62.89941,Pictou,902,America/Halifax
11782,Six Mile Road,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.76311,-63.52274,Cumberland,902,America/Halifax
11783,Skir Dhu,Nova Scotia,NS,B0C,Unincorporated area,011K08,46.48663,-60.44771,Victoria,902,America/Halifax
11784,Skye Glen,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.03890,-61.20208,Inverness,902,America/Halifax
11785,Skye Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.96768,-61.19644,Inverness,902,America/Halifax
11786,Sluice Point,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.78674,-65.96513,Yarmouth,902,America/Halifax
11787,Smelt Brook,Nova Scotia,NS,B0C,Unincorporated area,011K16,46.86963,-60.38884,Victoria,902,America/Halifax
11788,Smith Cove,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.96271,-62.21227,Halifax,902,America/Halifax
11789,Smithfield,Nova Scotia,NS,B0H,Unincorporated area,011E08,45.27724,-62.14598,Guysborough,902,America/Halifax
11790,Smithfield,Nova Scotia,NS,B0N,Unincorporated area,011E06,45.27306,-63.07650,Colchester,902,America/Halifax
11791,Smiths Corner,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.84725,-64.22386,Hants,902,America/Halifax
11792,Smiths Cove,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.61106,-65.70739,Digby,902,America/Halifax
11793,Smiths Settlement,Nova Scotia,NS,B0J,Unincorporated area,011D14,44.78552,-63.10465,Halifax,902,America/Halifax
11794,Smithsville,Nova Scotia,NS,B0W,Unincorporated area,020P06,43.48656,-65.46981,Shelburne,902,America/Halifax
11795,Smithville,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.10093,-61.33910,Inverness,902,America/Halifax
11796,Soapstone Mine,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.98599,-61.19153,Inverness,902,America/Halifax
11797,Sober Island,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.84863,-62.46523,Halifax,902,America/Halifax
11798,Soldiers Cove,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.70056,-60.73706,Richmond,902,America/Halifax
11799,Soldiers Cove West,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.69116,-60.74999,Richmond,902,America/Halifax
11800,Somerset,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.07397,-64.74948,Kings,902,America/Halifax
11801,Somerset,Nova Scotia,NS,B4V,Unincorporated area,021A02,44.23083,-64.53824,Lunenburg,902,America/Halifax
11802,Sonora,Nova Scotia,NS,B0J,Unincorporated area,011F04,45.06011,-61.90121,Guysborough,902,America/Halifax
11803,South Alton,Nova Scotia,NS,B4N,Unincorporated area,021H02,45.00922,-64.53766,Kings,902,America/Halifax
11804,Southampton,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.59450,-64.24848,Cumberland,902,America/Halifax
11805,South Athol,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.64665,-64.23368,Cumberland,902,America/Halifax
11806,South Bar,Nova Scotia,NS,B1N,Unincorporated area,011K01,46.20165,-60.20098,Cape Breton,902,America/Glace_Bay
11807,South Berwick,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.03450,-64.71558,Kings,902,America/Halifax
11808,South Branch,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.16944,-63.08645,Colchester,902,America/Halifax
11809,South Brook,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.56015,-64.17778,Cumberland,902,America/Halifax
11810,South Brookfield,Nova Scotia,NS,B0T,Unincorporated area,021A07,44.37260,-64.97328,Queens,902,America/Halifax
11811,South Cape Highlands,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.16139,-61.37951,Inverness,902,America/Halifax
11812,South Chegoggin,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.86406,-66.12990,Yarmouth,902,America/Halifax
11813,South Cove,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.03878,-60.89513,Victoria,902,America/Halifax
11814,Southdale,Nova Scotia,NS,B2Y,Unincorporated area,011D12,44.66467,-63.54877,Halifax,902,America/Halifax
11815,South East Passage,Nova Scotia,NS,B3G,Unincorporated area,011D11,44.59800,-63.46155,Halifax,902,America/Halifax
11816,South Farmington,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.94643,-65.00896,Annapolis,902,America/Halifax
11817,South Greenwood,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.97682,-64.87303,Kings,902,America/Halifax
11818,South Harbour,Nova Scotia,NS,B0C,Unincorporated area,011K16,46.86964,-60.46942,Victoria,902,America/Halifax
11819,South Haven,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.20831,-60.59379,Victoria,902,America/Halifax
11820,South Head,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.09589,-59.87242,Cape Breton,902,America/Glace_Bay
11821,South Ingonish Harbour,Nova Scotia,NS,B0C,Unincorporated area,011K09,46.62965,-60.43762,Victoria,902,America/Halifax
11822,South Lake Ainslie,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.05554,-61.10746,Inverness,902,America/Halifax
11823,South Lochaber,Nova Scotia,NS,B2G,Unincorporated area,011E08,45.38170,-62.04241,Guysborough,902,America/Halifax
11824,South Maitland,Nova Scotia,NS,B0N,Unincorporated area,011E06,45.25357,-63.47282,Hants,902,America/Halifax
11825,South Merland,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.54379,-61.63396,Guysborough,902,America/Halifax
11826,South Middleboro,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.74964,-63.59577,Cumberland,902,America/Halifax
11827,South Milford,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.57387,-65.39992,Annapolis,902,America/Halifax
11828,South Ohio,Nova Scotia,NS,B0W,Unincorporated area,020O16,43.92129,-66.06442,Yarmouth,902,America/Halifax
11829,South Port Morien,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.10692,-59.84568,Cape Breton,902,America/Glace_Bay
11830,South Pugwash,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.83710,-63.63646,Cumberland,902,America/Halifax
11831,South Quinan,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.91911,-65.79965,Yarmouth,902,America/Halifax
11832,South Range,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.49604,-65.77768,Digby,902,America/Halifax
11833,South Range Corner,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.47641,-65.81218,Digby,902,America/Halifax
11834,South Rawdon,Nova Scotia,NS,B0N,Unincorporated area,011D13,45.00614,-63.85442,Hants,902,America/Halifax
11835,South River Lake,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.40273,-61.94636,Antigonish,902,America/Halifax
11836,South River Road,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.61265,-61.95833,Antigonish,902,America/Halifax
11837,South River Station,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.61094,-61.90840,Antigonish,902,America/Halifax
11838,South Salt Springs,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.56868,-62.01217,Antigonish,902,America/Halifax
11839,South Scots Bay,Nova Scotia,NS,B0P,Unincorporated area,021H08,45.24265,-64.39811,Kings,902,America/Halifax
11840,South Section,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.01690,-63.15516,Halifax,902,America/Halifax
11841,South Shore,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.76771,-63.32493,Cumberland,902,America/Halifax
11842,South Side,Nova Scotia,NS,B0W,Unincorporated area,020P05,43.44906,-65.59787,Shelburne,902,America/Halifax
11843,South Side Basin of River Denys,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.87974,-61.03045,Inverness,902,America/Halifax
11844,Southside Boularderie,Nova Scotia,NS,B1Y,Unincorporated area,011K01,46.19406,-60.46033,Cape Breton,902,America/Glace_Bay
11845,Southside Harbour,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.63825,-61.89045,Antigonish,902,America/Halifax
11846,South Side of Baddeck River,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.14443,-60.77368,Victoria,902,America/Halifax
11847,South Side of Boularderie,Nova Scotia,NS,B1X,Unincorporated area,011K02,46.14776,-60.53273,Victoria,902,America/Halifax
11848,South Side River Bourgeois,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.63448,-60.98057,Richmond,902,America/Halifax
11849,South Side River Denys,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.85127,-61.21609,Inverness,902,America/Halifax
11850,South Side Whycocomagh Bay,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.94014,-61.05263,Inverness,902,America/Halifax
11851,South Tremont,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.93907,-64.92509,Kings,902,America/Halifax
11852,South Uniacke,Nova Scotia,NS,B0N,Unincorporated area,011D13,44.86999,-63.78526,Hants,902,America/Halifax
11853,South Victoria,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.70457,-63.72429,Cumberland,902,America/Halifax
11854,Southville,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.35158,-65.89911,Digby,902,America/Halifax
11855,South Wallace Bay,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.81897,-63.55829,Cumberland,902,America/Halifax
11856,South Waterville,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.02595,-64.64826,Kings,902,America/Halifax
11857,Southwest Cove,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.52497,-64.01201,Lunenburg,902,America/Halifax
11858,Southwest Mabou,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.04765,-61.42969,Inverness,902,America/Halifax
11859,South West Margaree,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.28121,-61.14391,Inverness,902,America/Halifax
11860,South West Port Mouton,Nova Scotia,NS,B0T,Unincorporated area,020P15,43.89886,-64.81466,Queens,902,America/Halifax
11861,Southwest Ridge,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.03613,-61.39008,Inverness,902,America/Halifax
11862,South Williamston,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.87859,-65.11842,Annapolis,902,America/Halifax
11863,Spanish Ship Bay,Nova Scotia,NS,B0J,Unincorporated area,011E01,45.02823,-62.03100,Guysborough,902,America/Halifax
11864,Spar Lake,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.86871,-65.64879,Yarmouth,902,America/Halifax
11865,Spa Springs,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.97948,-65.04950,Annapolis,902,America/Halifax
11866,Spectacle Lakes,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.37980,-64.38590,Lunenburg,902,America/Halifax
11867,Spencers Island,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.35469,-64.71510,Cumberland,902,America/Halifax
11868,Spicers Cove,Nova Scotia,NS,B0L,Unincorporated area,021H07,45.43312,-64.89198,Cumberland,902,America/Halifax
11869,Sporting Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.66646,-60.98326,Richmond,902,America/Halifax
11870,Springdale,Nova Scotia,NS,B0W,Unincorporated area,021B01,44.04929,-66.09629,Digby,902,America/Halifax
11871,Springfield,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.48243,-61.88521,Antigonish,902,America/Halifax
11872,Springfield,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.63555,-64.87297,Annapolis,902,America/Halifax
11873,Springfield Lake,Nova Scotia,NS,B4E,Unincorporated area,011D13,44.81349,-63.74456,Halifax,902,America/Halifax
11874,Springhaven,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.91603,-65.85069,Yarmouth,902,America/Halifax
11875,Springhill,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.65068,-64.05690,Cumberland,902,America/Halifax
11876,Springhill Junction,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.69265,-64.10751,Cumberland,902,America/Halifax
11877,Springside,Nova Scotia,NS,B0N,Unincorporated area,011E07,45.28123,-62.88893,Colchester,902,America/Halifax
11878,Springville,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.45448,-62.62360,Pictou,902,America/Halifax
11879,Spry Bay,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.83904,-62.59190,Halifax,902,America/Halifax
11880,Spryfield,Nova Scotia,NS,B3R,Unincorporated area,011D12,44.61163,-63.61771,Halifax,902,America/Halifax
11881,Spry Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.83658,-62.62035,Halifax,902,America/Halifax
11882,Squid Cove,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.57980,-64.20633,Lunenburg,902,America/Halifax
11883,Squirreltown,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.76127,-65.03013,Annapolis,902,America/Halifax
11884,Stanburne,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.59777,-64.71301,Lunenburg,902,America/Halifax
11885,Stanley,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.08892,-63.92398,Hants,902,America/Halifax
11886,Stanley,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.75166,-64.09187,Cumberland,902,America/Halifax
11887,Stanley Section,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.50598,-64.72592,Lunenburg,902,America/Halifax
11888,Staples Brook,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.45151,-63.39307,Colchester,902,America/Halifax
11889,Starrs Point,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.11634,-64.37802,Kings,902,America/Halifax
11890,Steam Mill,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.10962,-64.51417,Kings,902,America/Halifax
11891,Steam Mill Village,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.10965,-64.51390,Kings,902,America/Halifax
11892,Steeles Hill,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.17540,-59.98236,Cape Breton,902,America/Glace_Bay
11893,Steep Creek,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.55481,-61.34354,Guysborough,902,America/Halifax
11894,Stellarton,Nova Scotia,NS,B0K,Town,011E10,45.55937,-62.65986,Pictou,902,America/Halifax
11895,Sterling,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.20414,-59.95584,Cape Breton,902,America/Glace_Bay
11896,Stevens Mountain,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.58215,-63.64528,Cumberland,902,America/Halifax
11897,Stewartdale,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.00609,-61.14970,Inverness,902,America/Halifax
11898,Stewiacke,Nova Scotia,NS,B0N,Town,011E03,45.13852,-63.34610,Colchester,902,America/Halifax
11899,Stillman,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.55848,-62.87967,Pictou,902,America/Halifax
11900,Stillwater,Nova Scotia,NS,B0J,Unincorporated area,011F04,45.19717,-62.00182,Guysborough,902,America/Halifax
11901,Stillwater,Nova Scotia,NS,B0N,Unincorporated area,011D13,44.91723,-63.94970,Hants,902,America/Halifax
11902,Stillwater Lake,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.69895,-63.83524,Halifax,902,America/Halifax
11903,Stirling,Nova Scotia,NS,B2J,Unincorporated area,011F09,45.73280,-60.43451,Richmond,902,America/Halifax
11904,Stirling Brook,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.31108,-63.55963,Hants,902,America/Halifax
11905,Stoddarts,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.69890,-64.93585,Annapolis,902,America/Halifax
11906,Stonehurst East,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.36657,-64.21796,Lunenburg,902,America/Halifax
11907,Stonehurst West,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.36457,-64.23326,Lunenburg,902,America/Halifax
11908,Stoney Island,Nova Scotia,NS,B0W,Unincorporated area,020P05,43.47006,-65.57008,Shelburne,902,America/Halifax
11909,Stoney Point,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.89652,-61.05295,Inverness,902,America/Halifax
11910,Stormont,Nova Scotia,NS,B0H,Unincorporated area,011F04,45.22377,-61.73979,Guysborough,902,America/Halifax
11911,Strathcona,Nova Scotia,NS,B0L,Unincorporated area,021H09,45.70399,-64.35025,Cumberland,902,America/Halifax
11912,Strathlorne,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.18334,-61.28727,Inverness,902,America/Halifax
11913,Strathlorne Station,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.18415,-61.27257,Inverness,902,America/Halifax
11914,Streets Ridge,Nova Scotia,NS,B0K,Unincorporated area,011E12,45.72244,-63.63250,Cumberland,902,America/Halifax
11915,Stronach Mountain,Nova Scotia,NS,B0S,Unincorporated area,021H03,45.03012,-65.01389,Annapolis,902,America/Halifax
11916,Sugar Camp,Nova Scotia,NS,B9A,Unincorporated area,011F11,45.69006,-61.32670,Inverness,902,America/Halifax
11917,Sugar Loaf,Nova Scotia,NS,B0C,Unincorporated area,011K16,46.94559,-60.46622,Victoria,902,America/Halifax
11918,Summerside,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.60438,-61.78217,Antigonish,902,America/Halifax
11919,Summerville,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.09842,-64.16409,Hants,902,America/Halifax
11920,Summerville,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.88855,-66.00852,Yarmouth,902,America/Halifax
11921,Summerville Centre,Nova Scotia,NS,B0T,Unincorporated area,020P15,43.95452,-64.81475,Queens,902,America/Halifax
11922,Sundridge,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.71046,-62.84831,Pictou,902,America/Halifax
11923,Sunken Lake,Nova Scotia,NS,B4P,Unincorporated area,021A16,44.99749,-64.44424,Kings,902,America/Halifax
11924,Sunny Brae,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.40201,-62.50384,Pictou,902,America/Halifax
11925,Sunnybrook,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.41287,-64.33454,Lunenburg,902,America/Halifax
11926,Sunnyville,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.38731,-61.53642,Guysborough,902,America/Halifax
11927,Sunrise,Nova Scotia,NS,B0C,Unincorporated area,011K15,46.86462,-60.54398,Victoria,902,America/Halifax
11928,Sunset Acres,Nova Scotia,NS,B2W,Unincorporated area,011D11,44.69553,-63.49260,Halifax,902,America/Halifax
11929,Surettes Island,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.76255,-65.93402,Yarmouth,902,America/Halifax
11930,Sutherland Lake,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.52138,-63.68509,Cumberland,902,America/Halifax
11931,Sutherlands River,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.58705,-62.49771,Pictou,902,America/Halifax
11932,Sweetland,Nova Scotia,NS,B0J,Unincorporated area,021A07,44.46724,-64.50671,Lunenburg,902,America/Halifax
11933,Sweets Corner,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.98248,-64.04735,Hants,902,America/Halifax
11934,Sydney,Nova Scotia,NS,B1P,City,011K01,46.13793,-60.19573,Cape Breton,902,America/Glace_Bay
11935,Sydney Forks,Nova Scotia,NS,B1L,Unincorporated area,011K01,46.06040,-60.30385,Cape Breton,902,America/Glace_Bay
11936,Sydney Mines,Nova Scotia,NS,B1V,Unincorporated area,011K01,46.24230,-60.23146,Cape Breton,902,America/Glace_Bay
11937,Sydney River,Nova Scotia,NS,B1S,Unincorporated area,011K01,46.10356,-60.22877,Cape Breton,902,America/Glace_Bay
11938,Sylvan Valley,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.63171,-62.01429,Antigonish,902,America/Halifax
11939,Sylvester,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.60847,-62.77266,Pictou,902,America/Halifax
11940,Table Head,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.20978,-59.95480,Cape Breton,902,America/Glace_Bay
11941,Tam O'Shanter Ridge,Nova Scotia,NS,B2X,Unincorporated area,011D12,44.68904,-63.52681,Halifax,902,America/Halifax
11942,Tancook Island,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.46528,-64.16911,Lunenburg,902,America/Halifax
11943,Tangier,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.80517,-62.69386,Halifax,902,America/Halifax
11944,Tanners Settlement,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.35418,-64.36602,Lunenburg,902,America/Halifax
11945,Tantallon,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.65984,-63.90276,Halifax,902,America/Halifax
11946,Tarbot,Nova Scotia,NS,B0C,Unincorporated area,011K07,46.33446,-60.59546,Victoria,902,America/Halifax
11947,Tarbotvale,Nova Scotia,NS,B0C,Unincorporated area,011K07,46.35049,-60.56685,Victoria,902,America/Halifax
11948,Tatamagouche,Nova Scotia,NS,B0K,Village,011E11,45.71214,-63.29109,Colchester,902,America/Halifax
11949,Tatamagouche Mountain,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.63156,-63.26886,Colchester,902,America/Halifax
11950,Taylors Head,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.81241,-62.56717,Halifax,902,America/Halifax
11951,Taylors Road,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.61054,-61.87678,Antigonish,902,America/Halifax
11952,Telford,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.57201,-62.46047,Pictou,902,America/Halifax
11953,Ten Mile Lake,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.13308,-62.68267,Halifax,902,America/Halifax
11954,Tennycape,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.26576,-63.87647,Hants,902,America/Halifax
11955,Terence Bay,Nova Scotia,NS,B3T,Unincorporated area,011D05,44.47011,-63.72159,Halifax,902,America/Halifax
11956,Terence Bay River,Nova Scotia,NS,B3T,Unincorporated area,011D05,44.49482,-63.73264,Halifax,902,America/Halifax
11957,Terminal Beach,Nova Scotia,NS,B2Z,Unincorporated area,011D11,44.63870,-63.31913,Halifax,902,America/Halifax
11958,Terrace Heights,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.60257,-62.65289,Pictou,902,America/Halifax
11959,Terra Nova,Nova Scotia,NS,B1J,Unincorporated area,011F15,45.84874,-60.52881,Cape Breton,902,America/Glace_Bay
11960,Terre Noire,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.47670,-61.08219,Inverness,902,America/Halifax
11961,The Falls,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.63741,-63.22193,Colchester,902,America/Halifax
11962,The Halfway,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.58717,-64.97880,Annapolis,902,America/Halifax
11963,The Hawk,Nova Scotia,NS,B0W,Unincorporated area,020P05,43.41777,-65.62102,Shelburne,902,America/Halifax
11964,The Lodge,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.55665,-64.03212,Lunenburg,902,America/Halifax
11965,The Lookoff,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.19961,-64.40795,Kings,902,America/Halifax
11966,The Meadows,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.59921,-62.65740,Pictou,902,America/Halifax
11967,The Medway,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.55382,-65.15981,Annapolis,902,America/Halifax
11968,The Points West Bay,Nova Scotia,NS,B0E,Unincorporated area,011F15,45.74906,-60.98595,Richmond,902,America/Halifax
11969,Thibeauville,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.65172,-60.99471,Richmond,902,America/Halifax
11970,Third Lake,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.85155,-62.67416,Halifax,902,America/Halifax
11971,Thomas Brook,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.52874,-65.57337,Annapolis,902,America/Halifax
11972,Thomasville,Nova Scotia,NS,B0W,Unincorporated area,020P11,43.56662,-65.45297,Shelburne,902,America/Halifax
11973,Thomson Station,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.68342,-63.79679,Cumberland,902,America/Halifax
11974,Thorburn,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.56470,-62.54719,Pictou,902,America/Halifax
11975,Thornhill,Nova Scotia,NS,B3R,Unincorporated area,011D12,44.60347,-63.61147,Halifax,902,America/Halifax
11976,Three Brooks,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.71811,-62.78287,Pictou,902,America/Halifax
11977,Three Fathom Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D11,44.65410,-63.29782,Halifax,902,America/Halifax
11978,Three Mile Plains,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.96446,-64.09652,Hants,902,America/Halifax
11979,Tickle Road,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.34120,-61.02750,Guysborough,902,America/Halifax
11980,Tiddville,Nova Scotia,NS,B0V,Unincorporated area,021B08,44.42122,-66.16962,Digby,902,America/Halifax
11981,Tidnish,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.99367,-64.00949,Cumberland,902,America/Halifax
11982,Tidnish Bridge,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.97802,-64.04437,Cumberland,902,America/Halifax
11983,Tidnish Cross Roads,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.99010,-64.00857,Cumberland,902,America/Halifax
